Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
502946,Canada,British Columbia,Victoria,V10 6T5,Male,College,134243,Single,Nova,3164.38,Standard,2018,1,2020,7
188307,Canada,Ontario,Toronto,P1J 8T7,Female,College,101570,Married,Nova,3164.49,Standard,2014,4,2016,6
215567,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,67760,Married,Nova,3164.49,Standard,2015,1,2016,4
169418,Canada,British Columbia,Victoria,V10 6T5,Female,College,46230,Married,Nova,3173.03,Standard,2018,1,2018,7
376983,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58806,Single,Nova,3176.36,Standard,2018,10,2016,12
801948,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,145400,Single,Nova,3176.36,Standard,2018,9,2019,2
546025,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,133602,Single,Nova,3176.87,Standard,2014,5,2019,8
674372,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,60348,Single,Nova,3176.87,Standard,2018,7,2018,8
248950,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,124377,Married,Nova,3179.47,Standard,2018,7,2020,4
700096,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,61945,Married,Nova,3184.36,Standard,2013,4,2018,10
815804,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,113886,Married,Nova,3184.36,Standard,2016,4,2016,9
205087,Canada,Quebec,Montreal,H2Y 2W2,Female,College,106916,Married,Nova,3187.35,Standard,2012,8,2016,4
979634,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,103592,Married,Nova,3187.35,Standard,2015,8,2020,3
546231,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,87690,Married,Nova,3188.53,Standard,2015,10,2017,7
990918,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,100664,Married,Nova,3188.53,Standard,2016,8,2017,8
967772,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,151779,Single,Nova,3189.67,Standard,2013,10,2018,3
286718,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,140243,Married,Nova,3193.16,Standard,2017,8,2019,3
750154,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,96911,Single,Nova,3193.46,Standard,2013,3,2016,7
404012,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,113985,Married,Nova,3193.82,Standard,2018,9,2018,8
949134,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,148532,Married,Nova,3193.82,Standard,2013,6,2017,1
446403,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,106030,Married,Nova,3196.58,Standard,2012,5,2019,11
822066,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,104463,Single,Nova,3199.7,Standard,2017,10,2017,7
375757,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,154394,Married,Nova,3199.75,Standard,2014,5,2020,10
652816,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,145437,Married,Nova,3199.82,Standard,2014,1,2016,6
669028,Canada,Ontario,Toronto,P2T 6G3,Female,College,103431,Married,Nova,3200.8,Standard,2018,11,2016,11
503673,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,124127,Married,Nova,3203.3,Standard,2016,3,2016,1
950029,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,118391,Married,Nova,3203.3,Standard,2015,1,2018,7
511444,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,108728,Married,Nova,3207.47,Standard,2016,2,2017,11
818995,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58245,Married,Nova,3208.23,Standard,2014,11,2018,12
257981,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,75385,Married,Nova,3208.92,Standard,2013,4,2019,7
203293,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48795,Divorced,Nova,3209.66,Standard,2013,9,2017,12
281305,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,98180,Divorced,Nova,3210.14,Standard,2013,6,2020,6
136232,Canada,Ontario,Ottawa,K1F 2R2,Male,College,151349,Divorced,Nova,3210.42,Standard,2014,11,2017,4
348475,Canada,Ontario,Toronto,M1R 4K3,Female,Doctor,74074,Divorced,Nova,3211.07,Standard,2014,7,2016,5
399514,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,116309,Divorced,Nova,3214.98,Standard,2017,5,2019,12
919340,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,123979,Divorced,Nova,3214.98,Standard,2016,3,2018,9
974330,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,116032,Married,Nova,3215.2,Standard,2013,9,2016,5
895544,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,140799,Married,Nova,3218.61,Standard,2012,10,2016,10
272893,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,66462,Married,Nova,3219.15,Standard,2016,6,2020,5
835149,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,83859,Married,Nova,3219.15,Standard,2017,7,2017,4
563094,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,144861,Single,Star,11003.54,2018 Promotion,2018,4,2019,11
515142,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,108567,Married,Nova,3220.78,Standard,2015,12,2020,9
879416,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,115556,Married,Nova,3221.79,Standard,2018,11,2018,1
999120,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,146128,Married,Nova,3221.79,Standard,2016,4,2019,3
521431,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,96181,Single,Nova,3223.22,Standard,2012,9,2020,10
349695,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,114720,Married,Nova,3223.33,Standard,2018,11,2016,4
522261,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,125968,Married,Nova,3225.4,Standard,2017,3,2017,8
454609,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,71916,Single,Nova,3226.52,Standard,2018,6,2020,4
707273,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,142198,Single,Nova,3226.52,Standard,2017,2,2020,5
331325,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,133506,Divorced,Nova,3226.79,Standard,2015,9,2017,7
682528,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,105516,Married,Nova,3226.85,Standard,2012,11,2019,1
937862,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,53582,Married,Nova,3226.85,Standard,2016,7,2020,7
488071,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,112613,Divorced,Nova,3230.58,Standard,2013,1,2020,10
499346,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,142281,Divorced,Nova,3230.58,Standard,2018,6,2018,8
369084,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,126690,Married,Star,11039.32,2018 Promotion,2018,4,2017,1
757387,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,58093,Divorced,Nova,3230.58,Standard,2015,6,2019,1
786391,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,78690,Divorced,Nova,3230.58,Standard,2013,1,2020,10
837273,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,104479,Divorced,Nova,3230.58,Standard,2018,11,2018,11
841204,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,138707,Divorced,Nova,3230.58,Standard,2013,7,2018,11
844348,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,99348,Divorced,Nova,3230.58,Standard,2016,7,2019,8
261964,Canada,Quebec,Montreal,H2T 9K8,Female,College,49846,Single,Nova,3233.26,Standard,2014,2,2016,4
832983,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,105194,Single,Star,13027.42,2018 Promotion,2018,2,2017,11
323593,Canada,Ontario,Ottawa,K1F 2R2,Male,College,126138,Single,Nova,3237.31,Standard,2018,10,2020,6
790341,Canada,Quebec,Montreal,H2Y 2W2,Female,Doctor,76005,Divorced,Nova,3237.5,Standard,2016,12,2019,5
910576,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,94457,Single,Nova,3237.92,Standard,2012,6,2019,6
132756,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,151994,Married,Nova,3238,Standard,2017,8,2019,9
246800,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,61623,Married,Nova,3238,Standard,2016,4,2019,12
298156,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,79949,Married,Nova,3238,Standard,2018,11,2020,5
375722,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,113648,Married,Nova,3238,Standard,2015,3,2016,5
411715,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,109401,Married,Nova,3238,Standard,2018,7,2018,4
532848,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,123243,Married,Nova,3238,Standard,2017,9,2017,3
816122,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,75688,Married,Nova,3238,Standard,2017,9,2016,7
894691,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,143441,Married,Nova,3238,Standard,2018,1,2018,12
976695,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,69933,Married,Nova,3238,Standard,2016,8,2019,3
991230,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,77729,Married,Nova,3238,Standard,2012,7,2020,3
383842,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,119112,Married,Nova,3238.93,Standard,2017,10,2016,9
459948,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,147310,Married,Nova,3238.93,Standard,2017,6,2019,12
664054,Canada,Ontario,Toronto,M2P 4F6,Female,Doctor,101392,Single,Nova,3239.12,Standard,2016,12,2018,3
730370,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,48701,Divorced,Star,16963.84,2018 Promotion,2018,4,2019,9
248487,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,136169,Married,Nova,3241.31,Standard,2013,4,2018,2
507486,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,124775,Married,Nova,3241.31,Standard,2012,5,2016,9
385638,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,79574,Divorced,Nova,3241.59,Standard,2016,11,2016,10
662166,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,144767,Single,Nova,3241.84,Standard,2014,8,2016,3
299573,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,101570,Married,Nova,3242.04,Standard,2015,10,2018,6
839422,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,108166,Married,Nova,3242.04,Standard,2018,6,2019,8
250609,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,86120,Divorced,Nova,3244.82,Standard,2018,7,2020,8
131673,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,51291,Married,Nova,3245.33,Standard,2016,12,2018,11
728316,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,115113,Married,Nova,3245.33,Standard,2017,1,2019,11
983450,Canada,Ontario,London,M5B 3E4,Male,Bachelor,91735,Married,Nova,3245.48,Standard,2014,7,2016,1
530436,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,60248,Married,Nova,3252.83,Standard,2015,10,2017,3
653340,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,91172,Married,Nova,3252.83,Standard,2014,3,2016,5
105841,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,129181,Married,Star,17420.57,2018 Promotion,2018,3,2016,12
745636,Canada,Ontario,Toronto,M2M 7K8,Male,College,152892,Married,Nova,3256.77,Standard,2017,8,2016,4
852597,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,131330,Married,Nova,3259.89,Standard,2014,11,2019,10
418233,Canada,Ontario,Toronto,P5S 6R4,Male,College,86608,Married,Nova,3260.74,Standard,2014,7,2017,1
491704,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,149296,Married,Nova,3260.74,Standard,2014,1,2020,9
724033,Canada,Quebec,Hull,J8Y 3Z5,Female,College,109513,Divorced,Nova,3261.02,Standard,2017,2,2019,11
130548,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,141972,Divorced,Nova,3265.16,Standard,2014,2,2017,2
198813,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,61354,Divorced,Nova,3265.16,Standard,2012,10,2017,7
270011,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,121748,Divorced,Nova,3265.16,Standard,2012,5,2016,7
344990,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,143022,Divorced,Nova,3265.16,Standard,2016,6,2017,2
369121,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,108936,Divorced,Nova,3265.16,Standard,2015,1,2017,4
591758,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47199,Divorced,Nova,3265.16,Standard,2013,7,2019,4
628320,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,149894,Divorced,Nova,3265.16,Standard,2012,7,2017,5
741725,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,155848,Divorced,Nova,3265.16,Standard,2013,6,2016,8
562655,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,102678,Single,Nova,3267.71,Standard,2014,5,2017,1
164973,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,64819,Single,Nova,3268.32,Standard,2017,5,2019,6
394363,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,83320,Single,Nova,3268.32,Standard,2018,8,2019,9
577195,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,114719,Married,Nova,3269.01,Standard,2018,10,2019,10
822653,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,130371,Married,Nova,3269.01,Standard,2012,8,2019,6
317060,Canada,Ontario,Trenton,K8V 4B2,Male,College,153294,Married,Nova,3272.01,Standard,2013,6,2020,6
511302,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,129049,Married,Nova,3274.04,Standard,2014,8,2016,4
682654,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,82597,Married,Nova,3274.19,Standard,2014,2,2017,10
365635,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,74672,Married,Nova,3275.16,Standard,2012,7,2016,1
616739,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,138253,Married,Nova,3275.16,Standard,2015,11,2016,9
835760,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,136993,Single,Nova,3278.53,Standard,2012,6,2019,5
777990,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,50160,Single,Nova,3288.21,Standard,2012,12,2017,4
867833,Canada,Ontario,Toronto,P1L 8X8,Male,College,98964,Single,Nova,3288.21,Standard,2013,6,2020,3
245419,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,68718,Single,Nova,3288.66,Standard,2013,10,2017,1
731819,Canada,Quebec,Montreal,H2Y 2W2,Male,College,75299,Single,Nova,3288.66,Standard,2017,4,2019,5
235220,Canada,Ontario,Toronto,P1L 8X8,Female,High School or Below,137402,Single,Nova,3288.83,Standard,2014,11,2019,5
296626,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,91631,Single,Nova,3289.12,Standard,2015,5,2016,11
553954,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50009,Single,Nova,3289.12,Standard,2013,8,2016,11
108381,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,59171,Married,Nova,3289.13,Standard,2014,11,2017,3
176284,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,57539,Married,Nova,3289.55,Standard,2016,9,2020,1
510505,Canada,Ontario,Toronto,M2M 6J7,Male,College,64639,Married,Nova,3289.55,Standard,2012,12,2017,3
639258,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,115545,Single,Nova,3293.25,Standard,2017,8,2020,8
446135,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,132573,Single,Nova,3299.34,Standard,2018,8,2019,7
909068,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,110336,Married,Star,19185.07,2018 Promotion,2018,3,2020,11
664666,Canada,Ontario,Toronto,P1W 1K4,Male,College,52027,Single,Nova,3300.68,Standard,2013,3,2019,3
654983,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,98522,Single,Nova,3303.09,Standard,2018,12,2016,7
675243,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,58879,Single,Nova,3303.09,Standard,2016,2,2020,1
825333,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,144273,Single,Nova,3304.76,Standard,2017,12,2018,9
685208,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63722,Single,Nova,3305.13,Standard,2014,3,2020,10
638740,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,51928,Divorced,Nova,3308,Standard,2018,8,2018,5
485486,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,93635,Divorced,Nova,3309.12,Standard,2013,10,2020,10
787571,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,56175,Divorced,Nova,3309.12,Standard,2016,10,2019,6
339941,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,115248,Married,Nova,3309.25,Standard,2014,11,2018,5
539370,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,72834,Married,Nova,3309.25,Standard,2017,4,2018,2
547213,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,58377,Married,Nova,3311.16,Standard,2013,1,2016,9
722538,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,98871,Married,Nova,3311.16,Standard,2016,11,2016,2
535436,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,120536,Married,Nova,3312.18,Standard,2016,3,2020,9
885739,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,143689,Married,Nova,3312.18,Standard,2015,4,2017,2
256467,Canada,Ontario,Kingston,M9K 2P4,Male,College,142007,Single,Nova,3312.25,Standard,2013,11,2018,4
297379,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,110796,Married,Nova,3312.32,Standard,2015,6,2017,12
921899,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,46846,Married,Nova,3312.32,Standard,2013,9,2016,6
511541,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,154415,Married,Nova,3313.01,Standard,2017,8,2016,5
122685,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,149350,Married,Nova,3314.55,Standard,2016,10,2016,1
401760,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,82089,Married,Nova,3317.9,Standard,2016,4,2020,11
247514,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,47014,Single,Nova,3319.62,Standard,2013,7,2017,6
992028,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74159,Single,Nova,3319.62,Standard,2012,9,2017,12
782078,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,89942,Married,Nova,3323.09,Standard,2018,6,2018,7
710005,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,112021,Married,Nova,3323.86,Standard,2016,7,2016,11
231992,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,77985,Married,Star,19896.42,2018 Promotion,2018,3,2019,10
838283,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,94744,Married,Nova,3330.67,Standard,2013,8,2020,10
840008,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,127586,Single,Star,19957.79,2018 Promotion,2018,4,2016,1
344669,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90957,Married,Nova,3331.45,Standard,2018,8,2016,8
128325,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,98982,Married,Nova,3336.22,Standard,2017,10,2018,7
368073,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,115560,Married,Nova,3336.22,Standard,2017,3,2020,7
370979,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,107799,Married,Nova,3337.59,Standard,2016,3,2018,6
146400,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,86239,Married,Nova,3337.98,Standard,2017,8,2016,12
855394,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,91909,Single,Nova,3339.3,Standard,2018,1,2017,4
573964,Canada,Ontario,Toronto,M1R 4K3,Female,College,131038,Single,Nova,3339.76,Standard,2016,7,2020,4
369739,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79941,Married,Nova,3339.85,Standard,2015,11,2019,6
667262,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,58789,Single,Nova,3341.68,Standard,2015,2,2017,5
758656,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,138983,Married,Nova,3342.18,Standard,2015,10,2017,4
286927,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,103481,Divorced,Nova,3343.93,Standard,2014,3,2016,10
552278,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,110840,Single,Nova,3347.03,Standard,2016,3,2016,8
632130,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,94051,Single,Nova,3347.03,Standard,2012,8,2020,8
645635,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,131494,Married,Nova,3349.64,Standard,2013,1,2016,7
789624,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,112026,Single,Nova,3350.24,Standard,2013,2,2018,4
706497,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,135251,Married,Nova,3350.69,Standard,2014,3,2020,12
963487,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,61560,Married,Nova,3350.69,Standard,2016,10,2017,1
343247,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,85643,Single,Nova,3351.57,Standard,2018,6,2016,5
657748,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,126489,Single,Nova,3351.57,Standard,2016,4,2020,4
186295,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,75682,Married,Nova,3352.94,Standard,2014,6,2018,9
112733,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,93519,Married,Nova,3353.38,Standard,2013,1,2019,4
781647,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,90518,Married,Nova,3353.38,Standard,2013,1,2016,2
157771,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,134340,Married,Nova,3355.53,Standard,2015,12,2019,9
103860,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,148243,Married,Nova,3358.53,Standard,2014,5,2016,1
245671,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,100892,Married,Nova,3358.66,Standard,2014,1,2019,6
538341,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,98857,Married,Nova,3358.66,Standard,2014,7,2017,8
672255,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,107106,Married,Nova,3359.24,Standard,2018,9,2019,3
991529,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,135158,Married,Nova,3359.24,Standard,2012,10,2017,1
363178,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,83851,Single,Nova,3359.29,Standard,2016,11,2017,5
974189,Canada,New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,76188,Single,Nova,3359.29,Standard,2012,12,2020,11
529471,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,147187,Married,Nova,3360.27,Standard,2018,5,2018,12
558511,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,146044,Married,Star,20096.89,2018 Promotion,2018,3,2020,11
874984,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,90594,Single,Nova,3362.55,Standard,2015,7,2016,12
170079,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,46909,Single,Nova,3362.67,Standard,2013,1,2016,4
405030,Canada,Quebec,Montreal,H3T 8L4,Female,College,142877,Single,Nova,3362.67,Standard,2012,6,2017,11
467401,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,129973,Married,Nova,3363,Standard,2017,12,2018,4
989528,Canada,Quebec,Montreal,H2T 2J6,Female,College,129243,Divorced,Nova,3370.07,Standard,2017,5,2020,11
803656,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,47153,Single,Nova,3371.53,Standard,2017,11,2016,10
495148,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,118522,Single,Nova,3371.86,Standard,2015,9,2018,9
810668,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,104205,Married,Star,26200.83,2018 Promotion,2018,2,2016,1
323660,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,69922,Married,Star,37111.66,2018 Promotion,2018,2,2017,5
286551,Canada,Ontario,London,M5B 3E4,Male,Bachelor,98997,Divorced,Nova,3380.71,Standard,2013,1,2020,3
123908,Canada,Quebec,Quebec City,G1B 3L5,Male,College,141082,Single,Nova,3383.45,Standard,2012,11,2018,9
289472,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,77068,Divorced,Nova,3386.19,Standard,2017,4,2017,8
532419,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,125464,Single,Star,38496.95,2018 Promotion,2018,2,2016,5
803956,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,134218,Married,Nova,3386.53,Standard,2016,5,2019,3
608850,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90160,Married,Nova,3387.2,Standard,2015,3,2018,5
788091,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,61818,Married,Nova,3387.2,Standard,2013,10,2016,4
110030,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,83739,Married,Nova,3387.78,Standard,2016,8,2018,3
307136,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,94175,Married,Nova,3387.78,Standard,2018,7,2016,6
277025,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,155972,Married,Nova,3394.72,Standard,2017,1,2019,10
484894,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,55906,Married,Nova,3394.72,Standard,2012,5,2019,3
252476,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,141729,Married,Nova,3398.01,Standard,2016,12,2017,3
512071,Canada,Quebec,Montreal,H2T 2J6,Female,College,83642,Single,Nova,3398.05,Standard,2013,11,2019,10
789004,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,115869,Divorced,Nova,3401.88,Standard,2015,3,2019,5
948325,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,139016,Divorced,Nova,3401.88,Standard,2017,4,2016,1
210416,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,78254,Single,Nova,3402.39,Standard,2013,6,2016,2
349153,Canada,Ontario,Toronto,P2T 6G3,Female,College,74528,Single,Nova,3402.39,Standard,2013,7,2017,3
855351,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,135499,Married,Nova,3402.78,Standard,2013,2,2018,10
328213,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,115570,Divorced,Nova,3403.92,Standard,2013,9,2017,1
554104,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,149008,Divorced,Nova,3403.92,Standard,2015,6,2016,9
